GPT-2 reward,PPO reward,PPO wins
0.06685185185185186,0.1,True
0.09748677248677248,0.08319542947202521,False
0.5492857142857143,0.55,True
0.5486111111111112,0.09640255009107468,False
0.5486666666666666,0.09850746268656717,False
0.5485074626865671,0.09926470588235295,False
0.09701492537313433,0.09621212121212122,False
0.0985294117647059,0.08991402116402117,False
0.09558287795992715,0.09843750000000001,True
0.09843750000000001,0.09411764705882353,False
0.09090909090909091,0.546923076923077,True
0.5449223416965352,0.0984848484848485,False
0.08750000000000001,0.09609375,True
0.9763739545997611,0.07903703703703704,False
0.08046296296296297,0.09558823529411765,True
0.0890625,0.0847883597883598,False
0.0823529411764706,0.07125322997416021,False
0.08181104833647207,0.09765625,True
0.08028169014084507,0.08055555555555556,True
0.08671875000000001,0.08984375,True
0.08692307692307694,0.5336640211640211,True
0.08928571428571429,0.0921875,True
0.08802816901408451,0.07939276485788113,False
0.082,0.09253731343283583,True
0.08134328358208956,0.09130434782608696,True
0.08265850596359071,0.0958994708994709,True
0.09044117647058825,0.05,False
0.08712121212121213,0.0946969696969697,True
0.991044776119403,0.05,False
0.08214285714285716,0.0948529411764706,True
0.08415443745632425,0.09477611940298508,True
0.09264705882352942,0.0946969696969697,True
0.09062500000000001,0.09411764705882353,True
0.09166666666666667,0.09696969696969698,True
0.5292307692307693,0.545462962962963,True
0.536923076923077,0.09571428571428572,False
0.09046296296296297,0.09154929577464789,True
0.059888888888888894,0.0965352449223417,True
0.08100907029478459,0.09046296296296297,True
0.08478260869565218,0.09565217391304348,True
0.09652777777777778,0.0985294117647059,True
0.5362318840579711,0.09477611940298508,False
0.09166666666666667,0.05555555555555556,False
0.059888888888888894,0.095,True
0.08425925925925926,0.09230418943533697,True
0.09855072463768116,0.09527027027027027,False
0.09538461538461539,0.542304189435337,True
0.9790740740740741,0.0992857142857143,False
0.9950704225352113,0.5444444444444445,False
0.08732394366197183,0.09391891891891893,True
0.095,0.5409722222222222,True
0.08110021786492376,0.0955223880597015,True
0.09701492537313433,0.5442028985507247,True
0.09312386156648453,0.5461538461538462,True
0.091044776119403,0.09214285714285715,True
0.0921875,0.095,True
0.09510582010582011,0.09652777777777778,True
0.08698462613556954,0.0933094384707288,True
0.07748419150858175,0.5471428571428572,True
0.09140625000000001,0.09558823529411765,True
0.08859070935342123,0.09692307692307693,True
0.08166666666666668,0.5447761194029851,True
0.08203703703703705,0.06944444444444445,False
0.08333333333333334,0.5476923076923077,True
0.5350370370370371,0.5446153846153846,True
0.0762646793134598,0.08509783368273935,True
0.084041394335512,0.5444444444444445,True
0.08304988662131521,0.08981481481481482,True
0.09461538461538463,0.5444444444444445,True
0.5252777777777777,0.09782608695652174,False
0.5399140211640212,0.5421296296296296,True
0.07787628053585502,0.09431216931216932,True
0.08011613308223478,0.09642857142857143,True
0.05986312399355878,0.09113308223477715,True
0.07241602067183464,0.09307692307692308,True
0.0933094384707288,0.05,False
0.040740740740740744,0.07364864864864865,True
0.05883838383838384,0.5478571428571428,True
0.05904558404558405,0.09295774647887324,True
0.5247685185185185,0.0912962962962963,False
0.084041394335512,0.08415443745632425,True
0.05656565656565657,0.07939276485788113,True
0.053888888888888896,0.06087962962962963,True
0.07907407407407407,0.07461013645224172,False
0.5125578703703704,0.061309523809523814,False
0.5046296296296297,0.9611111111111111,True
0.5046296296296297,0.5462686567164179,True
0.06675084175084176,0.535042735042735,True
0.08226764500349407,0.9936619718309859,True
0.0606902356902357,0.05740740740740741,False
0.5046296296296297,0.5320806100217865,True
0.536895794099184,0.08600217864923748,False
0.054259259259259264,0.08698462613556954,True
0.0578042328042328,0.06824324324324324,True
0.0578042328042328,0.5177777777777778,True
0.09253731343283583,0.05,False
0.5413043478260869,0.09075757575757576,False
0.05925925925925926,0.4976579520697168,True
0.056081081081081084,0.09113756613756614,True
0.06414431673052363,0.09296875,True
0.06528906955736224,0.09318181818181819,True
0.06568287037037038,0.08611111111111111,True
0.07474160206718347,0.09282799748901444,True
0.08984517304189435,0.09477611940298508,True
0.09071428571428572,0.09520547945205479,True
0.5032763532763533,0.05675925925925926,False
0.080119825708061,0.9914845173041895,True
0.061309523809523814,0.09642857142857143,True
0.5458333333333334,0.09577464788732395,False
0.061309523809523814,0.05570175438596491,False
0.5300370370370371,0.09533333333333334,False
0.07364864864864865,0.5446969696969697,True
0.06781045751633988,0.5415492957746479,True
0.9655405405405406,0.09394353369763206,False
0.08333333333333334,0.0933094384707288,True
